Product,Table ID,2024 Variable,2023 Variable,Change,2024 Label,2023 Label,Notes,,,,,,,,,,,
Detailed Tables,B08406,B08406_043E,B08406_043E,No Match,Estimate!!Total:!!Female:!!Public transportation:!!Bus,Estimate!!Total:!!Female:!!Public transportation (excluding taxicab):!!Bus,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08406,B08406_044E,B08406_044E,No Match,Estimate!!Total:!!Female:!!Public transportation:!!Subway or elevated rail,Estimate!!Total:!!Female:!!Public transportation (excluding taxicab):!!Subway or elevated rail,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08406,B08406_045E,B08406_045E,No Match,Estimate!!Total:!!Female:!!Public transportation:!!Long-distance train or commuter rail,Estimate!!Total:!!Female:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08406,B08406_046E,B08406_046E,No Match,"Estimate!!Total:!!Female:!!Public transportation:!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Female:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08406,B08406_047E,B08406_047E,No Match,Estimate!!Total:!!Female:!!Public transportation:!!Ferryboat,Estimate!!Total:!!Female:!!Public transportation (excluding taxicab):!!Ferryboat,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08406,B08406_048E,B08406_048E,No Change,Estimate!!Total:!!Female:!!Bicycle,Estimate!!Total:!!Female:!!Bicycle,,,,,,,,,,,,
Detailed Tables,B08406,B08406_049E,B08406_049E,No Change,Estimate!!Total:!!Female:!!Walked,Estimate!!Total:!!Female:!!Walked,,,,,,,,,,,,
Detailed Tables,B08406,B08406_050E,B08406_050E,No Match,"Estimate!!Total:!!Female:!!Taxi or ride-hailing services, motorcycle, or other means","Estimate!!Total:!!Female:!!Taxicab, motorcycle, or other means",Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08406,B08406_051E,B08406_051E,No Change,Estimate!!Total:!!Female:!!Worked from home,Estimate!!Total:!!Female:!!Worked from home,,,,,,,,,,,,
Detailed Tables,B08412,B08412_001E,B08412_001E,No Change,Estimate!!Total:,Estimate!!Total:,,,,,,,,,,,,
Detailed Tables,B08412,B08412_002E,B08412_002E,No Change,Estimate!!Total:!!Less than 5 minutes,Estimate!!Total:!!Less than 5 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_003E,B08412_003E,No Change,Estimate!!Total:!!5 to 9 minutes,Estimate!!Total:!!5 to 9 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_004E,B08412_004E,No Change,Estimate!!Total:!!10 to 14 minutes,Estimate!!Total:!!10 to 14 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_005E,B08412_005E,No Change,Estimate!!Total:!!15 to 19 minutes,Estimate!!Total:!!15 to 19 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_006E,B08412_006E,No Change,Estimate!!Total:!!20 to 24 minutes,Estimate!!Total:!!20 to 24 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_007E,B08412_007E,No Change,Estimate!!Total:!!25 to 29 minutes,Estimate!!Total:!!25 to 29 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_008E,B08412_008E,No Change,Estimate!!Total:!!30 to 34 minutes,Estimate!!Total:!!30 to 34 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_009E,B08412_009E,No Change,Estimate!!Total:!!35 to 39 minutes,Estimate!!Total:!!35 to 39 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_010E,B08412_010E,No Change,Estimate!!Total:!!40 to 44 minutes,Estimate!!Total:!!40 to 44 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_011E,B08412_011E,No Change,Estimate!!Total:!!45 to 59 minutes,Estimate!!Total:!!45 to 59 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_012E,B08412_012E,No Change,Estimate!!Total:!!60 to 89 minutes,Estimate!!Total:!!60 to 89 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_013E,B08412_013E,No Change,Estimate!!Total:!!90 or more minutes,Estimate!!Total:!!90 or more minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_014E,B08412_014E,No Change,Estimate!!Total:!!Male:,Estimate!!Total:!!Male:,,,,,,,,,,,,
Detailed Tables,B08412,B08412_015E,B08412_015E,No Change,Estimate!!Total:!!Male:!!Less than 5 minutes,Estimate!!Total:!!Male:!!Less than 5 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_016E,B08412_016E,No Change,Estimate!!Total:!!Male:!!5 to 9 minutes,Estimate!!Total:!!Male:!!5 to 9 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_017E,B08412_017E,No Change,Estimate!!Total:!!Male:!!10 to 14 minutes,Estimate!!Total:!!Male:!!10 to 14 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_018E,B08412_018E,No Change,Estimate!!Total:!!Male:!!15 to 19 minutes,Estimate!!Total:!!Male:!!15 to 19 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_019E,B08412_019E,No Change,Estimate!!Total:!!Male:!!20 to 24 minutes,Estimate!!Total:!!Male:!!20 to 24 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_020E,B08412_020E,No Change,Estimate!!Total:!!Male:!!25 to 29 minutes,Estimate!!Total:!!Male:!!25 to 29 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_021E,B08412_021E,No Change,Estimate!!Total:!!Male:!!30 to 34 minutes,Estimate!!Total:!!Male:!!30 to 34 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_022E,B08412_022E,No Change,Estimate!!Total:!!Male:!!35 to 39 minutes,Estimate!!Total:!!Male:!!35 to 39 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_023E,B08412_023E,No Change,Estimate!!Total:!!Male:!!40 to 44 minutes,Estimate!!Total:!!Male:!!40 to 44 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_024E,B08412_024E,No Change,Estimate!!Total:!!Male:!!45 to 59 minutes,Estimate!!Total:!!Male:!!45 to 59 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_025E,B08412_025E,No Change,Estimate!!Total:!!Male:!!60 to 89 minutes,Estimate!!Total:!!Male:!!60 to 89 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_026E,B08412_026E,No Change,Estimate!!Total:!!Male:!!90 or more minutes,Estimate!!Total:!!Male:!!90 or more minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_027E,B08412_027E,No Change,Estimate!!Total:!!Female:,Estimate!!Total:!!Female:,,,,,,,,,,,,
Detailed Tables,B08412,B08412_028E,B08412_028E,No Change,Estimate!!Total:!!Female:!!Less than 5 minutes,Estimate!!Total:!!Female:!!Less than 5 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_029E,B08412_029E,No Change,Estimate!!Total:!!Female:!!5 to 9 minutes,Estimate!!Total:!!Female:!!5 to 9 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_030E,B08412_030E,No Change,Estimate!!Total:!!Female:!!10 to 14 minutes,Estimate!!Total:!!Female:!!10 to 14 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_031E,B08412_031E,No Change,Estimate!!Total:!!Female:!!15 to 19 minutes,Estimate!!Total:!!Female:!!15 to 19 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_032E,B08412_032E,No Change,Estimate!!Total:!!Female:!!20 to 24 minutes,Estimate!!Total:!!Female:!!20 to 24 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_033E,B08412_033E,No Change,Estimate!!Total:!!Female:!!25 to 29 minutes,Estimate!!Total:!!Female:!!25 to 29 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_034E,B08412_034E,No Change,Estimate!!Total:!!Female:!!30 to 34 minutes,Estimate!!Total:!!Female:!!30 to 34 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_035E,B08412_035E,No Change,Estimate!!Total:!!Female:!!35 to 39 minutes,Estimate!!Total:!!Female:!!35 to 39 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_036E,B08412_036E,No Change,Estimate!!Total:!!Female:!!40 to 44 minutes,Estimate!!Total:!!Female:!!40 to 44 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_037E,B08412_037E,No Change,Estimate!!Total:!!Female:!!45 to 59 minutes,Estimate!!Total:!!Female:!!45 to 59 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_038E,B08412_038E,No Change,Estimate!!Total:!!Female:!!60 to 89 minutes,Estimate!!Total:!!Female:!!60 to 89 minutes,,,,,,,,,,,,
Detailed Tables,B08412,B08412_039E,B08412_039E,No Change,Estimate!!Total:!!Female:!!90 or more minutes,Estimate!!Total:!!Female:!!90 or more minutes,,,,,,,,,,,,
Detailed Tables,B08501,B08501_001E,B08501_001E,No Change,Estimate!!Total:,Estimate!!Total:,,,,,,,,,,,,
Detailed Tables,B08501,B08501_002E,B08501_002E,No Change,Estimate!!Total:!!16 to 19 years,Estimate!!Total:!!16 to 19 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_003E,B08501_003E,No Change,Estimate!!Total:!!20 to 24 years,Estimate!!Total:!!20 to 24 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_004E,B08501_004E,No Change,Estimate!!Total:!!25 to 44 years,Estimate!!Total:!!25 to 44 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_005E,B08501_005E,No Change,Estimate!!Total:!!45 to 54 years,Estimate!!Total:!!45 to 54 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_006E,B08501_006E,No Change,Estimate!!Total:!!55 to 59 years,Estimate!!Total:!!55 to 59 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_007E,B08501_007E,No Change,Estimate!!Total:!!60 to 64 years,Estimate!!Total:!!60 to 64 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_008E,B08501_008E,No Change,Estimate!!Total:!!65 years and over,Estimate!!Total:!!65 years and over,,,,,,,,,,,,
Detailed Tables,B08501,B08501_009E,B08501_009E,No Change,"Estimate!!Total:!!Car, truck, or van - drove alone:","Estimate!!Total:!!Car, truck, or van - drove alone:",,,,,,,,,,,,
Detailed Tables,B08501,B08501_010E,B08501_010E,No Change,"Estimate!!Total:!!Car, truck, or van - drove alone:!!16 to 19 years","Estimate!!Total:!!Car, truck, or van - drove alone:!!16 to 19 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_011E,B08501_011E,No Change,"Estimate!!Total:!!Car, truck, or van - drove alone:!!20 to 24 years","Estimate!!Total:!!Car, truck, or van - drove alone:!!20 to 24 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_012E,B08501_012E,No Change,"Estimate!!Total:!!Car, truck, or van - drove alone:!!25 to 44 years","Estimate!!Total:!!Car, truck, or van - drove alone:!!25 to 44 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_013E,B08501_013E,No Change,"Estimate!!Total:!!Car, truck, or van - drove alone:!!45 to 54 years","Estimate!!Total:!!Car, truck, or van - drove alone:!!45 to 54 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_014E,B08501_014E,No Change,"Estimate!!Total:!!Car, truck, or van - drove alone:!!55 to 59 years","Estimate!!Total:!!Car, truck, or van - drove alone:!!55 to 59 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_015E,B08501_015E,No Change,"Estimate!!Total:!!Car, truck, or van - drove alone:!!60 to 64 years","Estimate!!Total:!!Car, truck, or van - drove alone:!!60 to 64 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_016E,B08501_016E,No Change,"Estimate!!Total:!!Car, truck, or van - drove alone:!!65 years and over","Estimate!!Total:!!Car, truck, or van - drove alone:!!65 years and over",,,,,,,,,,,,
Detailed Tables,B08501,B08501_017E,B08501_017E,No Change,"Estimate!!Total:!!Car, truck, or van - carpooled:","Estimate!!Total:!!Car, truck, or van - carpooled:",,,,,,,,,,,,
Detailed Tables,B08501,B08501_018E,B08501_018E,No Change,"Estimate!!Total:!!Car, truck, or van - carpooled:!!16 to 19 years","Estimate!!Total:!!Car, truck, or van - carpooled:!!16 to 19 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_019E,B08501_019E,No Change,"Estimate!!Total:!!Car, truck, or van - carpooled:!!20 to 24 years","Estimate!!Total:!!Car, truck, or van - carpooled:!!20 to 24 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_020E,B08501_020E,No Change,"Estimate!!Total:!!Car, truck, or van - carpooled:!!25 to 44 years","Estimate!!Total:!!Car, truck, or van - carpooled:!!25 to 44 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_021E,B08501_021E,No Change,"Estimate!!Total:!!Car, truck, or van - carpooled:!!45 to 54 years","Estimate!!Total:!!Car, truck, or van - carpooled:!!45 to 54 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_022E,B08501_022E,No Change,"Estimate!!Total:!!Car, truck, or van - carpooled:!!55 to 59 years","Estimate!!Total:!!Car, truck, or van - carpooled:!!55 to 59 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_023E,B08501_023E,No Change,"Estimate!!Total:!!Car, truck, or van - carpooled:!!60 to 64 years","Estimate!!Total:!!Car, truck, or van - carpooled:!!60 to 64 years",,,,,,,,,,,,
Detailed Tables,B08501,B08501_024E,B08501_024E,No Change,"Estimate!!Total:!!Car, truck, or van - carpooled:!!65 years and over","Estimate!!Total:!!Car, truck, or van - carpooled:!!65 years and over",,,,,,,,,,,,
Detailed Tables,B08501,B08501_025E,B08501_025E,No Match,Estimate!!Total:!!Public transportation:,Estimate!!Total:!!Public transportation (excluding taxicab):,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_026E,B08501_026E,No Match,Estimate!!Total:!!Public transportation:!!16 to 19 years,Estimate!!Total:!!Public transportation (excluding taxicab):!!16 to 19 years,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_027E,B08501_027E,No Match,Estimate!!Total:!!Public transportation:!!20 to 24 years,Estimate!!Total:!!Public transportation (excluding taxicab):!!20 to 24 years,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_028E,B08501_028E,No Match,Estimate!!Total:!!Public transportation:!!25 to 44 years,Estimate!!Total:!!Public transportation (excluding taxicab):!!25 to 44 years,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_029E,B08501_029E,No Match,Estimate!!Total:!!Public transportation:!!45 to 54 years,Estimate!!Total:!!Public transportation (excluding taxicab):!!45 to 54 years,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_030E,B08501_030E,No Match,Estimate!!Total:!!Public transportation:!!55 to 59 years,Estimate!!Total:!!Public transportation (excluding taxicab):!!55 to 59 years,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_031E,B08501_031E,No Match,Estimate!!Total:!!Public transportation:!!60 to 64 years,Estimate!!Total:!!Public transportation (excluding taxicab):!!60 to 64 years,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_032E,B08501_032E,No Match,Estimate!!Total:!!Public transportation:!!65 years and over,Estimate!!Total:!!Public transportation (excluding taxicab):!!65 years and over,Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_033E,B08501_033E,No Change,Estimate!!Total:!!Walked:,Estimate!!Total:!!Walked:,,,,,,,,,,,,
Detailed Tables,B08501,B08501_034E,B08501_034E,No Change,Estimate!!Total:!!Walked:!!16 to 19 years,Estimate!!Total:!!Walked:!!16 to 19 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_035E,B08501_035E,No Change,Estimate!!Total:!!Walked:!!20 to 24 years,Estimate!!Total:!!Walked:!!20 to 24 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_036E,B08501_036E,No Change,Estimate!!Total:!!Walked:!!25 to 44 years,Estimate!!Total:!!Walked:!!25 to 44 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_037E,B08501_037E,No Change,Estimate!!Total:!!Walked:!!45 to 54 years,Estimate!!Total:!!Walked:!!45 to 54 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_038E,B08501_038E,No Change,Estimate!!Total:!!Walked:!!55 to 59 years,Estimate!!Total:!!Walked:!!55 to 59 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_039E,B08501_039E,No Change,Estimate!!Total:!!Walked:!!60 to 64 years,Estimate!!Total:!!Walked:!!60 to 64 years,,,,,,,,,,,,
Detailed Tables,B08501,B08501_040E,B08501_040E,No Change,Estimate!!Total:!!Walked:!!65 years and over,Estimate!!Total:!!Walked:!!65 years and over,,,,,,,,,,,,
Detailed Tables,B08501,B08501_041E,B08501_041E,No Match,"Estimate!!Total:!!Taxi or ride-hailing services, motorcycle, bicycle, or other means:","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:",Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_042E,B08501_042E,No Match,"Estimate!!Total:!!Taxi or ride-hailing services, motorcycle, bicycle, or other means:!!16 to 19 years","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!16 to 19 years",Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_043E,B08501_043E,No Match,"Estimate!!Total:!!Taxi or ride-hailing services, motorcycle, bicycle, or other means:!!20 to 24 years","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!20 to 24 years",Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_044E,B08501_044E,No Match,"Estimate!!Total:!!Taxi or ride-hailing services, motorcycle, bicycle, or other means:!!25 to 44 years","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!25 to 44 years",Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_045E,B08501_045E,No Match,"Estimate!!Total:!!Taxi or ride-hailing services, motorcycle, bicycle, or other means:!!45 to 54 years","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!45 to 54 years",Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_046E,B08501_046E,No Match,"Estimate!!Total:!!Taxi or ride-hailing services, motorcycle, bicycle, or other means:!!55 to 59 years","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!55 to 59 years",Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_047E,B08501_047E,No Match,"Estimate!!Total:!!Taxi or ride-hailing services, motorcycle, bicycle, or other means:!!60 to 64 years","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!60 to 64 years",Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
Detailed Tables,B08501,B08501_048E,B08501_048E,No Match,"Estimate!!Total:!!Taxi or ride-hailing services, motorcycle, bicycle, or other means:!!65 years and over","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!65 years and over",Label change is not substantive. The 2023 and 2024 estimates are equivalent and the variables are the same.,,,,,,,,,,,
