Product,Table ID,2024 Variable,2023 Variable,Change,2024 Label,2023 Label,Notes,,,,,,,,,,,
Detailed Tables,B26103C,B26103C_008E,B26103C_008E,No Change,Estimate!!Total:!!Household population,Estimate!!Total:!!Household population,,,,,,,,,,,,
Detailed Tables,B26103D,B26103D_001E,B26103D_001E,No Change,Estimate!!Total:,Estimate!!Total:,,,,,,,,,,,,
Detailed Tables,B26103D,B26103D_002E,B26103D_002E,No Change,Estimate!!Total:!!Group quarters population:,Estimate!!Total:!!Group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103D,B26103D_003E,B26103D_003E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103D,B26103D_004E,B26103D_004E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,,,,,,,,,,,,
Detailed Tables,B26103D,B26103D_005E,B26103D_005E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,,,,,,,,,,,,
Detailed Tables,B26103D,B26103D_006E,B26103D_006E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103D,B26103D_007E,B26103D_007E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,,,,,,,,,,,,
Detailed Tables,B26103D,B26103D_008E,B26103D_008E,No Change,Estimate!!Total:!!Household population,Estimate!!Total:!!Household population,,,,,,,,,,,,
Detailed Tables,B26103E,B26103E_001E,B26103E_001E,No Change,Estimate!!Total:,Estimate!!Total:,,,,,,,,,,,,
Detailed Tables,B26103E,B26103E_002E,B26103E_002E,No Change,Estimate!!Total:!!Group quarters population:,Estimate!!Total:!!Group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103E,B26103E_003E,B26103E_003E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103E,B26103E_004E,B26103E_004E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,,,,,,,,,,,,
Detailed Tables,B26103E,B26103E_005E,B26103E_005E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,,,,,,,,,,,,
Detailed Tables,B26103E,B26103E_006E,B26103E_006E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103E,B26103E_007E,B26103E_007E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,,,,,,,,,,,,
Detailed Tables,B26103E,B26103E_008E,B26103E_008E,No Change,Estimate!!Total:!!Household population,Estimate!!Total:!!Household population,,,,,,,,,,,,
Detailed Tables,B26103F,B26103F_001E,B26103F_001E,No Change,Estimate!!Total:,Estimate!!Total:,,,,,,,,,,,,
Detailed Tables,B26103F,B26103F_002E,B26103F_002E,No Change,Estimate!!Total:!!Group quarters population:,Estimate!!Total:!!Group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103F,B26103F_003E,B26103F_003E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103F,B26103F_004E,B26103F_004E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,,,,,,,,,,,,
Detailed Tables,B26103F,B26103F_005E,B26103F_005E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,,,,,,,,,,,,
Detailed Tables,B26103F,B26103F_006E,B26103F_006E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103F,B26103F_007E,B26103F_007E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,,,,,,,,,,,,
Detailed Tables,B26103F,B26103F_008E,B26103F_008E,No Change,Estimate!!Total:!!Household population,Estimate!!Total:!!Household population,,,,,,,,,,,,
Detailed Tables,B26103G,B26103G_001E,B26103G_001E,No Change,Estimate!!Total:,Estimate!!Total:,,,,,,,,,,,,
Detailed Tables,B26103G,B26103G_002E,B26103G_002E,No Change,Estimate!!Total:!!Group quarters population:,Estimate!!Total:!!Group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103G,B26103G_003E,B26103G_003E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103G,B26103G_004E,B26103G_004E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,,,,,,,,,,,,
Detailed Tables,B26103G,B26103G_005E,B26103G_005E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,,,,,,,,,,,,
Detailed Tables,B26103G,B26103G_006E,B26103G_006E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103G,B26103G_007E,B26103G_007E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,,,,,,,,,,,,
Detailed Tables,B26103G,B26103G_008E,B26103G_008E,No Change,Estimate!!Total:!!Household population,Estimate!!Total:!!Household population,,,,,,,,,,,,
Detailed Tables,B26103H,B26103H_001E,B26103H_001E,No Change,Estimate!!Total:,Estimate!!Total:,,,,,,,,,,,,
Detailed Tables,B26103H,B26103H_002E,B26103H_002E,No Change,Estimate!!Total:!!Group quarters population:,Estimate!!Total:!!Group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103H,B26103H_003E,B26103H_003E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103H,B26103H_004E,B26103H_004E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,,,,,,,,,,,,
Detailed Tables,B26103H,B26103H_005E,B26103H_005E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,,,,,,,,,,,,
Detailed Tables,B26103H,B26103H_006E,B26103H_006E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103H,B26103H_007E,B26103H_007E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,,,,,,,,,,,,
Detailed Tables,B26103H,B26103H_008E,B26103H_008E,No Change,Estimate!!Total:!!Household population,Estimate!!Total:!!Household population,,,,,,,,,,,,
Detailed Tables,B26103I,B26103I_001E,B26103I_001E,No Change,Estimate!!Total:,Estimate!!Total:,,,,,,,,,,,,
Detailed Tables,B26103I,B26103I_002E,B26103I_002E,No Change,Estimate!!Total:!!Group quarters population:,Estimate!!Total:!!Group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103I,B26103I_003E,B26103I_003E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103I,B26103I_004E,B26103I_004E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities,,,,,,,,,,,,
Detailed Tables,B26103I,B26103I_005E,B26103I_005E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities,,,,,,,,,,,,
Detailed Tables,B26103I,B26103I_006E,B26103I_006E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26103I,B26103I_007E,B26103I_007E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing,,,,,,,,,,,,
Detailed Tables,B26103I,B26103I_008E,B26103I_008E,No Change,Estimate!!Total:!!Household population,Estimate!!Total:!!Household population,,,,,,,,,,,,
Detailed Tables,B26104,B26104_001E,B26104_001E,No Change,Estimate!!Total:,Estimate!!Total:,,,,,,,,,,,,
Detailed Tables,B26104,B26104_002E,B26104_002E,No Change,Estimate!!Total:!!Never married,Estimate!!Total:!!Never married,,,,,,,,,,,,
Detailed Tables,B26104,B26104_003E,B26104_003E,No Change,Estimate!!Total:!!Now married (except separated),Estimate!!Total:!!Now married (except separated),,,,,,,,,,,,
Detailed Tables,B26104,B26104_004E,B26104_004E,No Change,Estimate!!Total:!!Separated,Estimate!!Total:!!Separated,,,,,,,,,,,,
Detailed Tables,B26104,B26104_005E,B26104_005E,No Change,Estimate!!Total:!!Widowed,Estimate!!Total:!!Widowed,,,,,,,,,,,,
Detailed Tables,B26104,B26104_006E,B26104_006E,No Change,Estimate!!Total:!!Divorced,Estimate!!Total:!!Divorced,,,,,,,,,,,,
Detailed Tables,B26104,B26104_007E,B26104_007E,No Change,Estimate!!Total:!!Group quarters population:,Estimate!!Total:!!Group quarters population:,,,,,,,,,,,,
Detailed Tables,B26104,B26104_008E,B26104_008E,No Change,Estimate!!Total:!!Group quarters population:!!Never married,Estimate!!Total:!!Group quarters population:!!Never married,,,,,,,,,,,,
Detailed Tables,B26104,B26104_009E,B26104_009E,No Change,Estimate!!Total:!!Group quarters population:!!Now married (except separated),Estimate!!Total:!!Group quarters population:!!Now married (except separated),,,,,,,,,,,,
Detailed Tables,B26104,B26104_010E,B26104_010E,No Change,Estimate!!Total:!!Group quarters population:!!Separated,Estimate!!Total:!!Group quarters population:!!Separated,,,,,,,,,,,,
Detailed Tables,B26104,B26104_011E,B26104_011E,No Change,Estimate!!Total:!!Group quarters population:!!Widowed,Estimate!!Total:!!Group quarters population:!!Widowed,,,,,,,,,,,,
Detailed Tables,B26104,B26104_012E,B26104_012E,No Change,Estimate!!Total:!!Group quarters population:!!Divorced,Estimate!!Total:!!Group quarters population:!!Divorced,,,,,,,,,,,,
Detailed Tables,B26104,B26104_013E,B26104_013E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26104,B26104_014E,B26104_014E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Never married,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Never married,,,,,,,,,,,,
Detailed Tables,B26104,B26104_015E,B26104_015E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Now married (except separated),Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Now married (except separated),,,,,,,,,,,,
Detailed Tables,B26104,B26104_016E,B26104_016E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Separated,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Separated,,,,,,,,,,,,
Detailed Tables,B26104,B26104_017E,B26104_017E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Widowed,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Widowed,,,,,,,,,,,,
Detailed Tables,B26104,B26104_018E,B26104_018E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Divorced,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Divorced,,,,,,,,,,,,
Detailed Tables,B26104,B26104_019E,B26104_019E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:,,,,,,,,,,,,
Detailed Tables,B26104,B26104_020E,B26104_020E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Never married,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Never married,,,,,,,,,,,,
Detailed Tables,B26104,B26104_021E,B26104_021E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Now married (except separated),Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Now married (except separated),,,,,,,,,,,,
Detailed Tables,B26104,B26104_022E,B26104_022E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Separated,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Separated,,,,,,,,,,,,
Detailed Tables,B26104,B26104_023E,B26104_023E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Widowed,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Widowed,,,,,,,,,,,,
Detailed Tables,B26104,B26104_024E,B26104_024E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Divorced,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Divorced,,,,,,,,,,,,
Detailed Tables,B26104,B26104_025E,B26104_025E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:,,,,,,,,,,,,
Detailed Tables,B26104,B26104_026E,B26104_026E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Never married,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Never married,,,,,,,,,,,,
Detailed Tables,B26104,B26104_027E,B26104_027E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Now married (except separated),Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Now married (except separated),,,,,,,,,,,,
Detailed Tables,B26104,B26104_028E,B26104_028E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Separated,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Separated,,,,,,,,,,,,
Detailed Tables,B26104,B26104_029E,B26104_029E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Widowed,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Widowed,,,,,,,,,,,,
Detailed Tables,B26104,B26104_030E,B26104_030E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Divorced,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Divorced,,,,,,,,,,,,
Detailed Tables,B26104,B26104_031E,B26104_031E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26104,B26104_032E,B26104_032E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Never married,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Never married,,,,,,,,,,,,
Detailed Tables,B26104,B26104_033E,B26104_033E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Now married (except separated),Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Now married (except separated),,,,,,,,,,,,
Detailed Tables,B26104,B26104_034E,B26104_034E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Separated,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Separated,,,,,,,,,,,,
Detailed Tables,B26104,B26104_035E,B26104_035E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Widowed,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Widowed,,,,,,,,,,,,
Detailed Tables,B26104,B26104_036E,B26104_036E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Divorced,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Divorced,,,,,,,,,,,,
Detailed Tables,B26104,B26104_037E,B26104_037E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:,,,,,,,,,,,,
Detailed Tables,B26104,B26104_038E,B26104_038E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Never married,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Never married,,,,,,,,,,,,
Detailed Tables,B26104,B26104_039E,B26104_039E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Now married (except separated),Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Now married (except separated),,,,,,,,,,,,
Detailed Tables,B26104,B26104_040E,B26104_040E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Separated,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Separated,,,,,,,,,,,,
Detailed Tables,B26104,B26104_041E,B26104_041E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Widowed,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Widowed,,,,,,,,,,,,
Detailed Tables,B26104,B26104_042E,B26104_042E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Divorced,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Divorced,,,,,,,,,,,,
Detailed Tables,B26104,B26104_043E,B26104_043E,No Change,Estimate!!Total:!!Household population,Estimate!!Total:!!Household population,,,,,,,,,,,,
Detailed Tables,B26105,B26105_001E,B26105_001E,No Change,Estimate!!Total:,Estimate!!Total:,,,,,,,,,,,,
Detailed Tables,B26105,B26105_002E,B26105_002E,No Change,Estimate!!Total:!!Nursery school through 12th grade,Estimate!!Total:!!Nursery school through 12th grade,,,,,,,,,,,,
Detailed Tables,B26105,B26105_003E,B26105_003E,No Change,Estimate!!Total:!!College or graduate school,Estimate!!Total:!!College or graduate school,,,,,,,,,,,,
Detailed Tables,B26105,B26105_004E,B26105_004E,No Change,Estimate!!Total:!!Group quarters population:,Estimate!!Total:!!Group quarters population:,,,,,,,,,,,,
Detailed Tables,B26105,B26105_005E,B26105_005E,No Change,Estimate!!Total:!!Group quarters population:!!Nursery school through 12th grade,Estimate!!Total:!!Group quarters population:!!Nursery school through 12th grade,,,,,,,,,,,,
Detailed Tables,B26105,B26105_006E,B26105_006E,No Change,Estimate!!Total:!!Group quarters population:!!College or graduate school,Estimate!!Total:!!Group quarters population:!!College or graduate school,,,,,,,,,,,,
Detailed Tables,B26105,B26105_007E,B26105_007E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26105,B26105_008E,B26105_008E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursery school through 12th grade,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursery school through 12th grade,,,,,,,,,,,,
Detailed Tables,B26105,B26105_009E,B26105_009E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!College or graduate school,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!College or graduate school,,,,,,,,,,,,
Detailed Tables,B26105,B26105_010E,B26105_010E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:,,,,,,,,,,,,
Detailed Tables,B26105,B26105_011E,B26105_011E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Nursery school through 12th grade,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Nursery school through 12th grade,,,,,,,,,,,,
Detailed Tables,B26105,B26105_012E,B26105_012E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!College or graduate school,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!College or graduate school,,,,,,,,,,,,
Detailed Tables,B26105,B26105_013E,B26105_013E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:,,,,,,,,,,,,
Detailed Tables,B26105,B26105_014E,B26105_014E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Nursery school through 12th grade,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Nursery school through 12th grade,,,,,,,,,,,,
Detailed Tables,B26105,B26105_015E,B26105_015E,No Change,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!College or graduate school,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!College or graduate school,,,,,,,,,,,,
Detailed Tables,B26105,B26105_016E,B26105_016E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:,,,,,,,,,,,,
Detailed Tables,B26105,B26105_017E,B26105_017E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Nursery school through 12th grade,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Nursery school through 12th grade,,,,,,,,,,,,
Detailed Tables,B26105,B26105_018E,B26105_018E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College or graduate school,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College or graduate school,,,,,,,,,,,,
Detailed Tables,B26105,B26105_019E,B26105_019E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:,,,,,,,,,,,,
Detailed Tables,B26105,B26105_020E,B26105_020E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Nursery school through 12th grade,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Nursery school through 12th grade,,,,,,,,,,,,
Detailed Tables,B26105,B26105_021E,B26105_021E,No Change,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!College or graduate school,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!College or graduate school,,,,,,,,,,,,
Detailed Tables,B26105,B26105_022E,B26105_022E,No Change,Estimate!!Total:!!Household population,Estimate!!Total:!!Household population,,,,,,,,,,,,
Detailed Tables,B26106,B26106_001E,B26106_001E,No Change,Estimate!!Total:,Estimate!!Total:,,,,,,,,,,,,
Detailed Tables,B26106,B26106_002E,B26106_002E,No Change,Estimate!!Total:!!Less than high school diploma,Estimate!!Total:!!Less than high school diploma,,,,,,,,,,,,
Detailed Tables,B26106,B26106_003E,B26106_003E,No Change,Estimate!!Total:!!High school graduate (includes equivalency),Estimate!!Total:!!High school graduate (includes equivalency),,,,,,,,,,,,
Detailed Tables,B26106,B26106_004E,B26106_004E,No Change,Estimate!!Total:!!Some college or associate's degree,Estimate!!Total:!!Some college or associate's degree,,,,,,,,,,,,
Detailed Tables,B26106,B26106_005E,B26106_005E,No Change,Estimate!!Total:!!Bachelor's degree or higher,Estimate!!Total:!!Bachelor's degree or higher,,,,,,,,,,,,
Detailed Tables,B26106,B26106_006E,B26106_006E,No Change,Estimate!!Total:!!Group quarters population:,Estimate!!Total:!!Group quarters population:,,,,,,,,,,,,
Detailed Tables,B26106,B26106_007E,B26106_007E,No Change,Estimate!!Total:!!Group quarters population:!!Less than high school diploma,Estimate!!Total:!!Group quarters population:!!Less than high school diploma,,,,,,,,,,,,
Detailed Tables,B26106,B26106_008E,B26106_008E,No Change,Estimate!!Total:!!Group quarters population:!!High school graduate (includes equivalency),Estimate!!Total:!!Group quarters population:!!High school graduate (includes equivalency),,,,,,,,,,,,
Detailed Tables,B26106,B26106_009E,B26106_009E,No Change,Estimate!!Total:!!Group quarters population:!!Some college or associate's degree,Estimate!!Total:!!Group quarters population:!!Some college or associate's degree,,,,,,,,,,,,
